Altium Designer Pick and Place Locations
E:\Magazyn_TachBook\My Work\INNE\VHF_Amp\Project Outputs for VHF_AMP\Pick Place\Pick Place for VHF_AMP(std).txt

========================================================================================================================
File Design Information:

Date:       21.04.24
Time:       23:57
Revision:   65cfd9052a031a2b37059474601ac16928a15239
Variant:    std
Units used: mil

Designator       Comment              Layer       Footprint                      Center-X(mil) Center-Y(mil) Rotation Description                                                                                               
TR3              1:1.5                TopLayer    XFMR_MINI-CIRCUITS_TT1618      4450.787      610.236       180      "50 Ohms 10 to 1800MHz RF Transformer"                                                                    
TR2              1:1                  TopLayer    XFMR_MINI-CIRCUITS_AT224       2090.551      614.173       270      "50 Ohms 4.5 To 3000MHz RF Transformers"                                                                  
TR1              1:2                  TopLayer    XFMR_MINI-CIRCUITS_DB714       917.323       606.299       270      "50 Ohms 3 to 300MHz RF Transformer"                                                                      
R248             0                    BottomLayer RESC1005X40N                   7704.724      1351.969      180      Resistor                                                                                                  
R247             0                    BottomLayer RESC1005X40N                   7704.724      1481.891      180      Resistor                                                                                                  
R243             0                    BottomLayer RESC1005X40N                   7704.724      1741.733      180      Resistor                                                                                                  
R242             0                    BottomLayer RESC1005X40N                   7704.724      1922.836      180      Resistor                                                                                                  
R241             0                    BottomLayer RESC1005X40N                   7704.724      1997.639      180      Resistor                                                                                                  
R236             0                    BottomLayer RESC1005X40N                   7704.724      2186.615      180      Resistor                                                                                                  
R235             0                    BottomLayer RESC1005X40N                   7704.724      2265.356      180      Resistor                                                                                                  
R151             0                    BottomLayer RESC1005X40N                   7704.724      1533.072      180      Resistor                                                                                                  
R92              0                    BottomLayer RESC1005X40N                   7704.724      1403.151      180      Resistor                                                                                                  
R85              200                  BottomLayer RESC1608X55N                   8162.210      1441.076      0        "Resistor - 1%"                                                                                           
R72              10k                  TopLayer    RESC1005X40N                   7629.921      326.772       90       "Resistor - 1%"                                                                                           
R61              10k                  BottomLayer RESC1005X40N                   6502.400      804.925       180      "Resistor - 1%"                                                                                           
L5               390nH@100MHz         TopLayer    IND_COILCRAFT_0805HP           4633.858      1232.284      90       Inductor                                                                                                  
L3               390nH@100MHz         TopLayer    IND_COILCRAFT_0805HP           1562.992      488.189       270      Inductor                                                                                                  
L2               390nH@100MHz         TopLayer    IND_COILCRAFT_0805HP           1562.992      728.346       90       Inductor                                                                                                  
L1               120R@100MHz          TopLayer    INDC1005X55N                   2122.047      909.449       270      ""                                                                                                        
J13              P1                   TopLayer    AMPHENOL_10052825-101LF        8277.559      515.748       90       "72 Contacts Header, 6 Columns, 4 Pairs per Column"                                                       
IC27             LM75AIMM/NOPB        BottomLayer SOP65P490X109-8N               6470.590      606.789       180      "Digital Temperature Sensor and Thermal Watchdog with Two-Wire Interface"                                 
IC26             LM75AIMM/NOPB        BottomLayer SOP65P490X109-8N               6470.685      442.651       180      "Digital Temperature Sensor and Thermal Watchdog with Two-Wire Interface"                                 
IC16             24AA02E48T-I/OT      BottomLayer SOT95P280X145-5N               6702.874      445.372       0        "1.7V-5.5V, 2K I2C Serial EEPROM With EUI-48 Node Identity"                                               
IC15             FIN1028MX            BottomLayer SOIC127P600X175-8N             6996.063      783.838       180      "3.3V LVDS 2-Bit High-Speed Differential Reciever"                                                        
IC14             74HC4066PW           BottomLayer SOP65P640X110-14N              7991.929      1260.630      180      ""                                                                                                        
IC13             FIN1028MX            BottomLayer SOIC127P600X175-8N             6996.063      1112.913      180      "3.3V LVDS 2-Bit High-Speed Differential Reciever"                                                        
C99              1uF                  TopLayer    CAPC1005X55N                   7677.165      358.268       90       "Non-polarised capacitor"                                                                                 
C62              100nF                BottomLayer CAPC1005X55N                   6814.961      1822.835      270      "Non-polarised capacitor"                                                                                 
C32              100nF                BottomLayer CAPC1005X55N                   6814.961      1204.724      270      "Non-polarised capacitor"                                                                                 
C20              220pF                TopLayer    CAPC1005X55N                   4490.157      905.512       90       "Non-polarised capacitor"                                                                                 
C19              0.5pF                TopLayer    CAPC1005X50N                   4661.417      555.118       180      "Non-polarised capacitor"                                                                                 
C18              10nF                 TopLayer    CAPC1005X55N                   4731.795      1261.417      90       "Non-polarised capacitor"                                                                                 
C17              220pF                TopLayer    CAPC1005X55N                   4391.732      1207.086      90       "Non-polarised capacitor"                                                                                 
C16              220pF                TopLayer    CAPC1005X55N                   4389.764      905.512       90       "Non-polarised capacitor"                                                                                 
C15              10nF                 TopLayer    CAPC1005X55N                   4150.095      1263.124      90       "Non-polarised capacitor"                                                                                 
R6               0                    BottomLayer RESC1005X40N                   7704.724      1871.655      180      Resistor                                                                                                  
R5               0                    BottomLayer RESC1005X40N                   7704.724      2052.757      180      Resistor                                                                                                  
R4               0                    BottomLayer RESC1005X40N                   7704.724      2135.434      180      Resistor                                                                                                  
R3               0                    BottomLayer RESC1005X40N                   7704.724      2316.537      180      Resistor                                                                                                  
R2               51                   TopLayer    RESC5025X70N                   1901.575      389.764       0        "Resistor - 1%"                                                                                           
R1               51                   TopLayer    RESC5025X70N                   1905.512      893.701       0        "Resistor - 1%"                                                                                           
IC1              MERA-7456            TopLayer    MINI-CIRCUITS_DL1020           1326.772      606.299       0        "Dual Differential Inputs and  Complementary TTL outputs"                                                 
C7               10nF                 TopLayer    CAPC1608X87N                   1102.362      555.118       0        "Non-polarised capacitor"                                                                                 
C6               10nF                 TopLayer    CAPC1608X87N                   1712.599      645.669       0        "Non-polarised capacitor"                                                                                 
C5               10nF                 TopLayer    CAPC1608X87N                   1102.362      657.480       0        "Non-polarised capacitor"                                                                                 
C3               10nF                 TopLayer    CAPC1005X55N                   2062.992      909.449       270      "Non-polarised capacitor"                                                                                 
R45              100                  BottomLayer RESC1005X40N                   6755.905      807.087       0        "Resistor - 1%"                                                                                           
R44              100                  BottomLayer RESC1005X40N                   7192.913      834.646       270      "Resistor - 1%"                                                                                           
R39              100                  BottomLayer RESC1005X40N                   6755.905      1137.913      0        "Resistor - 1%"                                                                                           
R38              100                  BottomLayer RESC1005X40N                   7192.913      1165.354      270      "Resistor - 1%"                                                                                           
R37              100                  BottomLayer RESC1005X40N                   6791.339      1704.724      0        "Resistor - 1%"                                                                                           
R36              100                  BottomLayer RESC1005X40N                   7192.913      1677.165      270      "Resistor - 1%"                                                                                           
R35              100                  BottomLayer RESC1005X40N                   6791.339      1755.905      0        "Resistor - 1%"                                                                                           
R34              100                  BottomLayer RESC1005X40N                   7192.913      1779.527      270      "Resistor - 1%"                                                                                           
R51              100k                 TopLayer    RESC1608X55N                   7740.158      374.016       90       "Resistor - 1%"                                                                                           
D6               PRTR5V0U2X           BottomLayer SOT190P230X110-4N              6695.000      606.789       180      "Ultra Low Capacitance Double Rail-to-Rail ESD Protection Diode"                                          
L4               390nH@100MHz         TopLayer    IND_COILCRAFT_0805HP           4248.032      1232.284      90       Inductor                                                                                                  
C76              1uF                  BottomLayer CAPC1005X55N                   6667.441      720.962       180      "Non-polarised capacitor"                                                                                 
C75              1uF                  BottomLayer CAPC1005X55N                   6315.986      626.474       90       "Non-polarised capacitor"                                                                                 
T3               MRF101AN             TopLayer    TO-220-HFLIP                   2978.740      2963.858      0        "N-CHANNEL MOSFET WITH DIODE"                                                                             
T2               MRF101BN             TopLayer    TO-220-HFLIP                   2974.803      1575.197      180      "N-CHANNEL MOSFET WITH DIODE"                                                                             
J9               ""                   TopLayer    3M_N2530-6002RB                7523.625      1618.111      270      "Connector 30 Male"                                                                                       
C64              100nF                BottomLayer CAPC1005X55N                   6814.961      874.016       270      "Non-polarised capacitor"                                                                                 
C65              100nF                BottomLayer CAPC1005X55N                   6313.141      465.057       90       "Non-polarised capacitor"                                                                                 
R16              100                  BottomLayer RESC1005X40N                   6755.905      1397.638      0        "Resistor - 1%"                                                                                           
R9               0                    BottomLayer RESC1005X40N                   7704.724      1611.812      180      Resistor                                                                                                  
R8               0                    BottomLayer RESC1005X40N                   7704.724      1662.993      180      Resistor                                                                                                  
R7               0                    BottomLayer RESC1005X40N                   7704.724      1792.915      180      Resistor                                                                                                  
IC7              MPGA-152             TopLayer    QFN50P400X400X100-25N-S265     4440.945      1047.244      90       "Dual Differential Inputs and  Complementary TTL outputs"                                                 
IC4              FIN1027AMX           BottomLayer SOIC127P600X175-8N             6996.063      1422.500      0        "3.3V LVDS, 2-Bit, High-Speed, Differential Driver"                                                       
IC2              FIN1028MX            BottomLayer SOIC127P600X175-8N             6996.063      1728.346      180      "3.3V LVDS 2-Bit High-Speed Differential Reciever"                                                        
C9               10nF                 TopLayer    CAPC1608X87N                   1712.599      578.740       0        "Non-polarised capacitor"                                                                                 
C10              100nF                BottomLayer CAPC1005X55N                   6814.961      1330.709      90       "Non-polarised capacitor"                                                                                 
