Altium Designer Pick and Place Locations
E:\Magazyn_TachBook\My Work\INNE\VHF_Amp\Project Outputs for VHF_AMP\Pick Place\Pick Place for VHF_AMP(std).txt

========================================================================================================================
File Design Information:

Date:       21.04.24
Time:       23:57
Revision:   65cfd9052a031a2b37059474601ac16928a15239
Variant:    std
Units used: mil

Designator       Comment              Layer       Footprint                      Center-X(mil) Center-Y(mil) Rotation Description                                                                                               
T6               SI4425DDY-T1-GE3     TopLayer    SOIC127P600X175-8N             7472.441      299.212       270      "-30V -19.7A P-Channel MOSFET"                                                                            
R125             0                    BottomLayer RESC2012X60N                   3059.014      1661.417      0        Resistor                                                                                                  
R124             0                    BottomLayer RESC2012X60N                   3059.014      1566.929      0        Resistor                                                                                                  
R123             0R005                BottomLayer RES_OHMITE_LVK25               2503.937      1905.512      180      "Power and Current Sensing Resistor"                                                                      
R122             0                    BottomLayer RESC2012X60N                   1433.071      1515.748      270      Resistor                                                                                                  
R121             0                    BottomLayer RESC2012X60N                   1338.583      1515.748      270      Resistor                                                                                                  
R120             0R005                BottomLayer RES_OHMITE_LVK25               1799.213      1905.512      180      "Power and Current Sensing Resistor"                                                                      
R119             0                    BottomLayer RESC1608X55N                   2933.071      429.134       0        Resistor                                                                                                  
R118             0                    BottomLayer RESC1608X55N                   2929.134      533.465       180      Resistor                                                                                                  
R117             0                    BottomLayer RESC1608X55N                   2952.756      649.606       180      Resistor                                                                                                  
R116             0                    BottomLayer RESC1608X55N                   2952.756      720.472       180      Resistor                                                                                                  
R114             0                    TopLayer    RESC1608X55N                   2224.811      1062.238      180      Resistor                                                                                                  
C106             1uF                  BottomLayer CAPC1005X55N                   3377.953      779.528       270      "Non-polarised capacitor"                                                                                 
C105             1uF                  BottomLayer CAPC1005X55N                   3267.716      779.528       270      "Non-polarised capacitor"                                                                                 
IC37             INA286AQDRQ1         BottomLayer SOIC127P600X175-8N             2830.668      1618.110      270      "80V, Bi-Directional, Low-/High-Side, Voltage Output Current Sense Amplifier"                             
IC36             INA286AQDRQ1         BottomLayer SOIC127P600X175-8N             1381.890      1744.094      180      "80V, Bi-Directional, Low-/High-Side, Voltage Output Current Sense Amplifier"                             
IC35             TLC555ID             BottomLayer SOIC127P600X175-8N             8017.160      1868.235      270      "LinCMOS Timer"                                                                                           
C100             10nF                 TopLayer    CAPC1608X87N                   685.039       787.402       180      "Non-polarised capacitor"                                                                                 
C96              10nF                 TopLayer    CAPC1608X87N                   622.047       932.889       270      "Non-polarised capacitor"                                                                                 
C95              10nF                 TopLayer    CAPC1608X87N                   712.598       1031.496      90       "Non-polarised capacitor"                                                                                 
R95              50                   TopLayer    RESC1608X55N                   818.898       1062.992      0        "Resistor - 1%"                                                                                           
IC25             TPS7A4700RGWT        TopLayer    QFN65P500X500X100-21N-S325     1568.898      956.693       180      "Low Noise (3uVrms), 1A, High Voltage Low-Dropout Linear Regulator"                                       
C90              4.7uF                TopLayer    CAPC1709X95N                   862.205       968.504       270      "Non-polarised capacitor"                                                                                 
C89              100nF                TopLayer    CAPC1005X55N                   803.150       956.693       270      "Non-polarised capacitor"                                                                                 
C77              1uF                  TopLayer    CAPC1608X87N                   1248.032      1003.937      270      "Non-polarised capacitor"                                                                                 
T14              BSS138LT1G           TopLayer    SOT95P240X110-3N               7941.834      2172.836      90       "N-CHANNEL MOSFET WITH DIODE"                                                                             
RT1              100k                 TopLayer    THERMC1608X95N                 3326.772      3342.520      0        "Thermistor NTC (Negative Temperature Coefficient)"                                                       
R105             0                    TopLayer    RESC1005X40N                   3396.063      3258.662      270      Resistor                                                                                                  
R91              4R7                  TopLayer    RESC2012X60N                   8212.563      1941.076      180      "Resistor - 1%"                                                                                           
R68              18k                  TopLayer    RESC1005X40N                   8003.937      1645.669      0        "Resistor - 1%"                                                                                           
R58              22k                  TopLayer    RESC1005X40N                   3293.307      3258.662      90       "Resistor - 1%"                                                                                           
R57              33k                  TopLayer    RESC1005X40N                   7940.945      1555.118      180      "Resistor - 1%"                                                                                           
R56              100k                 TopLayer    RESC1005X40N                   3340.551      3258.662      270      "Resistor - 1%"                                                                                           
R55              330                  TopLayer    RESC1005X40N                   8075.504      2121.655      90       "Resistor - 1%"                                                                                           
LD10             Red                  TopLayer    LED_AVAGO_HSMC-C120            8114.173      2205.709      0        "LED Red 1C 2A"                                                                                           
J11              KK®                  TopLayer    MOLEX_22-04-1021               7964.567      2364.173      270      "Connector 2 Male"                                                                                        
C113             1uF                  TopLayer    CAPC1608X87N                   7850.394      1980.315      90       "Non-polarised capacitor"                                                                                 
C112             1uF                  TopLayer    CAPC1608X87N                   7944.629      1706.692      0        "Non-polarised capacitor"                                                                                 
C93              10nF                 TopLayer    CAPC1608X87N                   8055.118      1555.118      180      "Non-polarised capacitor"                                                                                 
C67              100nF                TopLayer    CAPC1005X55N                   8153.543      2011.811      180      "Non-polarised capacitor"                                                                                 
R28              56k                  BottomLayer RESC1608X55N                   5949.515      3332.567      0        "Resistor - 1%"                                                                                           
R17              47k                  BottomLayer RESC1608X55N                   5847.421      3145.669      90       "Resistor - 1%"                                                                                           
L9               1.5uH                TopLayer    IND_TDK_SPM6530                6108.897      3092.410      270      "Inductor With Core"                                                                                      
L8               1.5uH                TopLayer    IND_TDK_SPM6530                5699.801      2825.144      0        "Inductor With Core"                                                                                      
IC5              TPS62148RGX          BottomLayer TEXAS_RGX0011A                 5957.877      3194.772      0        "3V-17V 2A Step-Down Converter, High Accuracy, With DCS-Control"                                          
C37              22uF                 TopLayer    CAPC3216X180N                  5466.533      2766.089      90       "Non-polarised capacitor"                                                                                 
C36              100nF                BottomLayer CAPC1005X55N                   5948.034      3055.118      180      "Non-polarised capacitor"                                                                                 
C35              22uF                 TopLayer    CAPC3216X180N                  6317.559      3041.229      270      "Non-polarised capacitor"                                                                                 
C33              22uF                 TopLayer    CAPC3216X180N                  6431.732      3041.229      270      "Non-polarised capacitor"                                                                                 
IC18             JSW2-63DR+           TopLayer    MINI-CIRCUITS_MT1818           712.598       901.575       0        "SPDT RF Switch, 50 Ohm, 5 to 6000MHz, High Power 3W"                                                     
T7               BSS138LT1G           TopLayer    SOT95P240X110-3N               7677.165      240.158       180      "N-CHANNEL MOSFET WITH DIODE"                                                                             
R99              0                    TopLayer    RESC1608X55N                   893.701       865.158       180      Resistor                                                                                                  
L6               1000R@100MHz         TopLayer    INDC1608X95N                   944.882       968.504       90       ""                                                                                                        
C82              1uF                  BottomLayer CAPC1005X55N                   2968.504      590.551       0        "Non-polarised capacitor"                                                                                 
L10              1.5uH                TopLayer    IND_TDK_SPM6530                6368.504      3356.189      90       "Inductor With Core"                                                                                      
IC31             LD1117DT33CTR        TopLayer    TO228P972X240-3N-R540X510      5437.008      1795.276      270      "3-Terminal Regulator 1=GND 2=IN 3=OUT"                                                                   
IC30             LD1117DT33CTR        TopLayer    TO228P972X240-3N-R540X510      5446.812      2238.174      90       "3-Terminal Regulator 1=GND 2=IN 3=OUT"                                                                   
C102             4.7uF                BottomLayer CAPMP3216X180N                 7269.903      480.257       270      "Polarised capacitor"                                                                                     
C101             1uF                  BottomLayer CAPC1608X87N                   7000.007      435.200       0        "Non-polarised capacitor"                                                                                 
C97              1uF                  TopLayer    CAPC1608X87N                   5257.874      1964.567      270      "Non-polarised capacitor"                                                                                 
C68              1uF                  TopLayer    CAPC1608X87N                   5629.133      2140.157      270      "Non-polarised capacitor"                                                                                 
C38              22uF                 TopLayer    CAPC3216X180N                  5713.053      3116.142      0        "Non-polarised capacitor"                                                                                 
R115             0                    TopLayer    RESC1608X55N                   4507.874      3472.441      90       Resistor                                                                                                  
R54_VHF_FWD_RFD  2k                   BottomLayer RESC1005X40N                   4055.256      2588.935      90       "Resistor - 1%"                                                                                           
R53_VHF_FWD_RFD  12k                  BottomLayer RESC1005X40N                   4108.662      2589.370      90       "Resistor - 1%"                                                                                           
R52_VHF_FWD_RFD  82                   BottomLayer RESC1005X40N                   4413.386      2675.611      0        "Resistor - 1%"                                                                                           
R33_VHF_FWD_RFD  20k                  BottomLayer RESC1005X40N                   4157.480      2618.110      270      "Resistor - 1%"                                                                                           
R32_VHF_FWD_RFD  10k                  BottomLayer RESC1005X40N                   4324.803      2556.849      180      "Resistor - 1%"                                                                                           
R31_VHF_FWD_RFD  3R9                  BottomLayer RESC1005X40N                   3666.339      2678.582      270      "Resistor - 1%"                                                                                           
R27_VHF_FWD_RFD  82                   BottomLayer RESC1608X55N                   3354.331      2420.846      90       "Resistor - 1%"                                                                                           
R25_VHF_FWD_RFD  0                    BottomLayer RESC1608X55N                   4929.134      2570.866      90       Resistor                                                                                                  
R24_VHF_FWD_RFD  0                    BottomLayer RESC1005X40N                   3755.395      2483.423      0        Resistor                                                                                                  
R23_VHF_FWD_RFD  1k                   BottomLayer RESC1005X40N                   4338.583      2480.315      180      "Resistor - 1%"                                                                                           
R22_VHF_FWD_RFD  0                    BottomLayer RESC1608X55N                   4960.630      2743.464      270      Resistor                                                                                                  
IC24_VHF_FWD_RFD SN74LVC1G32DBVR      BottomLayer SOT95P280X145-5N               4805.374      2768.131      180      "Single 2-Input Positive-OR Gate"                                                                         
IC17_VHF_FWD_RFD MCP6291T-E/OT        BottomLayer SOT95P270X145-5N               3935.486      2648.656      180      "Operational Amplifier"                                                                                   
IC12_VHF_FWD_RFD MCP6291T-E/OT        BottomLayer SOT95P270X145-5N               4269.941      2638.209      180      "Operational Amplifier"                                                                                   
IC11_VHF_FWD_RFD SN74LVC112APWR       BottomLayer SOP65P640X120-16N              4640.019      2551.595      180      "Dual Negative-Edge-Triggered J-K Flip-Flop With Clear And Preset"                                        
IC10_VHF_FWD_RFD ADCMP600BRJZ-R2      BottomLayer SOT95P280X145-5N               4270.925      2388.997      180      "Rail-to-Rail, Very Fast, 2.5 V to 5.5 V Single-Supply TTL/CMOS Comparator"                               
IC9_VHF_FWD_RFD  ADL5904ACPZN-R7      BottomLayer QFN50P300X300X80-17N-S175      3624.744      2479.901      0        "DC to 6 GHz, 45 dB TruPwr Detector With Envelope Threshold Detection"                                    
FB2_VHF_FWD_RFD  220R@100MHz          BottomLayer INDC1005X55N                   3594.744      2696.693      270      ""                                                                                                        
C245_VHF_FWD_RFD 100nF                BottomLayer CAPC1005X55N                   4771.654      2850.394      0        "Non-polarised capacitor"                                                                                 
C61_VHF_FWD_RFD  100nF                BottomLayer CAPC1005X55N                   4157.284      2695.826      270      "Non-polarised capacitor"                                                                                 
C60_VHF_FWD_RFD  100nF                BottomLayer CAPC1005X55N                   3577.027      2632.304      180      "Non-polarised capacitor"                                                                                 
C59_VHF_FWD_RFD  100pF                BottomLayer CAPC1005X55N                   3578.740      2586.614      0        "Non-polarised capacitor"                                                                                 
C58_VHF_FWD_RFD  100nF                BottomLayer CAPC1005X55N                   4149.803      2428.367      0        "Non-polarised capacitor"                                                                                 
C57_VHF_FWD_RFD  100nF                BottomLayer CAPC1005X55N                   3900.309      2733.716      180      "Non-polarised capacitor"                                                                                 
C56_VHF_FWD_RFD  100nF                BottomLayer CAPC1005X55N                   4833.326      2648.656      180      "Non-polarised capacitor"                                                                                 
C55_VHF_FWD_RFD  100nF                BottomLayer CAPC1005X55N                   3667.599      2770.629      90       "Non-polarised capacitor"                                                                                 
C54_VHF_FWD_RFD  1nF                  BottomLayer CAPC1005X55N                   3685.039      2590.551      0        "Non-polarised capacitor"                                                                                 
C53_VHF_FWD_RFD  10nF                 BottomLayer CAPC1005X55N                   3773.899      2556.849      270      "Non-polarised capacitor"                                                                                 
C52_VHF_FWD_RFD  2.2nF                BottomLayer CAPC1608X87N                   3452.756      2450.373      0        "Non-polarised capacitor"                                                                                 
C51_VHF_FWD_RFD  100pF                BottomLayer CAPC1005X55N                   4401.575      2462.184      90       "Non-polarised capacitor"                                                                                 
IC34             SYDC-20-62HP+        TopLayer    MINI-CIRCUITS_AH202-1          360.236       2562.992      0        "50Ohm, 10 to 540MHz, 25W, 20dB Bi-Directional Coupler"                                                   
IC29             74LVC1GU04GW         TopLayer    SOT65P212X110-5N               4618.110      3440.945      0        "Single Inverter Buffer"                                                                                  
C79              10uF                 TopLayer    CAPC2012X95N                   7566.929      3459.098      0        "Non-polarised capacitor"                                                                                 
J2               SMA                  TopLayer    DELOCK_65848                   157.480       3125.984      180      "50 Ohm Through Hole SMA Right Angle PCB Jack"                                                            
J1               SMA                  TopLayer    DELOCK_65848                   157.480       870.079       180      "50 Ohm Through Hole SMA Right Angle PCB Jack"                                                            
R76              0                    BottomLayer RESC1608X55N                   6496.063      2220.472      270      Resistor                                                                                                  
R50              47k                  TopLayer    RESC1005X40N                   3280.671      1708.661      90       "Resistor - 1%"                                                                                           
R89              0                    TopLayer    RESC2012X60N                   4263.779      2177.165      180      Resistor                                                                                                  
R88              0                    TopLayer    RESC2012X60N                   4263.779      2374.016      180      Resistor                                                                                                  
T4               "Trans Ideal"        TopLayer    Balun_5961000601_power         2154.331      2372.008      270      "Transformer (Ideal)"                                                                                     
T5               "Trans Ideal"        TopLayer    Balun_5943001101               4254.331      2275.433      0        "Transformer (Ideal)"                                                                                     
T1               "Trans Ideal"        TopLayer    Balun_5961000601               1090.925      3127.874      0        "Transformer (Ideal)"                                                                                     
R87              Undefined            BottomLayer RESC1608X55N                   6157.480      2622.047      180      Resistor                                                                                                  
R86              Undefined            BottomLayer RESC1608X55N                   6127.756      2496.457      90       Resistor                                                                                                  
R84              0                    BottomLayer RESC1608X55N                   6277.165      2492.520      270      Resistor                                                                                                  
R79              6k34                 BottomLayer RESC1608X55N                   6359.842      2571.260      270      "Resistor - 0.1%"                                                                                         
R78              42k2                 BottomLayer RESC1608X55N                   6052.756      2492.520      270      "Resistor - 0.1%"                                                                                         
R77              200k                 BottomLayer RESC1608X55N                   6391.338      2462.340      0        "Resistor - 0.1%"                                                                                         
R75              51                   BottomLayer RESC1608X55N                   5891.339      2571.260      270      "Resistor - 0.1%"                                                                                         
R74              Undefined            BottomLayer RESC1608X55N                   6460.630      1650.612      180      Resistor                                                                                                  
R73              Undefined            BottomLayer RESC1608X55N                   6375.197      1567.323      90       Resistor                                                                                                  
R71              0                    BottomLayer RESC1608X55N                   6139.563      1326.772      180      Resistor                                                                                                  
R70              6k98                 BottomLayer RESC1608X55N                   6190.551      1567.323      270      "Resistor - 0.1%"                                                                                         
R69              42k2                 BottomLayer RESC1608X55N                   6273.228      1567.323      270      "Resistor - 0.1%"                                                                                         
R67              200k                 BottomLayer RESC1608X55N                   6107.874      1567.323      90       "Resistor - 0.1%"                                                                                         
R66              0                    BottomLayer RESC1608X55N                   6578.740      1862.205      90       Resistor                                                                                                  
R65              0R01                 BottomLayer RESC3216X80N                   6586.614      2228.347      270      "Resistor - 1%"                                                                                           
R64              0R01                 BottomLayer RESC3216X80N                   6669.291      1862.205      90       "Resistor - 1%"                                                                                           
R54_VHF_REV_RFD  2k                   BottomLayer RESC1005X40N                   4033.209      3188.542      90       "Resistor - 1%"                                                                                           
R53_VHF_REV_RFD  12k                  BottomLayer RESC1005X40N                   4086.614      3188.976      90       "Resistor - 1%"                                                                                           
R52_VHF_REV_RFD  82                   BottomLayer RESC1005X40N                   4413.386      3274.036      0        "Resistor - 1%"                                                                                           
R33_VHF_REV_RFD  20k                  BottomLayer RESC1005X40N                   4157.480      3216.535      270      "Resistor - 1%"                                                                                           
R32_VHF_REV_RFD  10k                  BottomLayer RESC1005X40N                   4324.803      3155.274      180      "Resistor - 1%"                                                                                           
R31_VHF_REV_RFD  3R9                  BottomLayer RESC1005X40N                   3666.339      3277.008      270      "Resistor - 1%"                                                                                           
R27_VHF_REV_RFD  82                   BottomLayer RESC1608X55N                   3354.331      3019.271      90       "Resistor - 1%"                                                                                           
R25_VHF_REV_RFD  0                    BottomLayer RESC1608X55N                   4929.134      3035.433      90       Resistor                                                                                                  
R24_VHF_REV_RFD  0                    BottomLayer RESC1005X40N                   3755.395      3081.849      0        Resistor                                                                                                  
R23_VHF_REV_RFD  1k                   BottomLayer RESC1005X40N                   4338.583      3078.740      180      "Resistor - 1%"                                                                                           
R22_VHF_REV_RFD  0                    BottomLayer RESC1608X55N                   4929.134      3338.583      270      Resistor                                                                                                  
J8               Jack                 TopLayer    SWITCHCRAFT_712RA              8008.310      3011.668      90       "2.5 mm Center Pin, 5A, 48V, Right Angle, Through Hole, , DC Power Jack Connector"                        
J7               "Mini-Fit Jr.™"      TopLayer    MOLEX_39-30-0040               8145.669      3507.874      270      "Connector 4 Male"                                                                                        
IC24_VHF_REV_RFD SN74LVC1G32DBVR      BottomLayer SOT95P280X145-5N               4805.374      3232.698      180      "Single 2-Input Positive-OR Gate"                                                                         
IC23             AD8397ARDZ           BottomLayer SOIC127P600X175-9N-R241X309    6043.897      2807.480      90       "Dual Operational Amplifier With Exposed Pad"                                                             
IC22             LTM8056IY#PBF        TopLayer    BGA121C127P11X11_1500X1500X512 6232.283      2038.583      270      "58VIN, 48VOUT Buck-Boost µModule Regulator"                                                              
IC21             LTM8056IY#PBF        TopLayer    BGA121C127P11X11_1500X1500X512 6229.528      1110.236      270      "58VIN, 48VOUT Buck-Boost µModule Regulator"                                                              
IC17_VHF_REV_RFD MCP6291T-E/OT        BottomLayer SOT95P270X145-5N               3897.382      3245.649      180      "Operational Amplifier"                                                                                   
IC12_VHF_REV_RFD MCP6291T-E/OT        BottomLayer SOT95P270X145-5N               4269.941      3236.635      180      "Operational Amplifier"                                                                                   
IC11_VHF_REV_RFD SN74LVC112APWR       BottomLayer SOP65P640X120-16N              4640.019      3016.162      180      "Dual Negative-Edge-Triggered J-K Flip-Flop With Clear And Preset"                                        
IC10_VHF_REV_RFD ADCMP600BRJZ-R2      BottomLayer SOT95P280X145-5N               4270.925      2987.422      180      "Rail-to-Rail, Very Fast, 2.5 V to 5.5 V Single-Supply TTL/CMOS Comparator"                               
IC9_VHF_REV_RFD  ADL5904ACPZN-R7      BottomLayer QFN50P300X300X80-17N-S175      3624.744      3078.326      0        "DC to 6 GHz, 45 dB TruPwr Detector With Envelope Threshold Detection"                                    
FL1              10A/50VDC            TopLayer    FIL_MURATA_BNX02               7566.926      3027.560      270      "Block Type EMIFIL (LC Combined)"                                                                         
FB2_VHF_REV_RFD  220R@100MHz          BottomLayer INDC1005X55N                   3594.744      3295.118      270      ""                                                                                                        
D1               SMBJ12A              TopLayer    DIOM5336X265N                  8177.165      2570.866      0        "Zener Diode"                                                                                             
C245_VHF_REV_RFD 100nF                BottomLayer CAPC1005X55N                   4771.654      3322.835      0        "Non-polarised capacitor"                                                                                 
C137             1uF                  BottomLayer CAPC1608X87N                   5874.016      1279.528      90       "Non-polarised capacitor"                                                                                 
C136             Undefined            BottomLayer CAPC1608X90N                   6202.362      2492.520      270      "Non-polarised capacitor"                                                                                 
C135             1uF                  BottomLayer CAPC1608X87N                   5859.842      2464.961      180      "Non-polarised capacitor"                                                                                 
C133             Undefined            BottomLayer CAPC1608X90N                   6025.197      1569.291      270      "Non-polarised capacitor"                                                                                 
C132             2.2uF                TopLayer    CAPC3216X180N                  6030.709      626.364       90       "Non-polarised capacitor"                                                                                 
C131             2.2uF                TopLayer    CAPC3216X180N                  6299.200      626.364       90       "Non-polarised capacitor"                                                                                 
C130             2.2uF                TopLayer    CAPC3216X180N                  6433.445      626.364       90       "Non-polarised capacitor"                                                                                 
C129             2.2uF                TopLayer    CAPC3216X180N                  6164.954      626.364       90       "Non-polarised capacitor"                                                                                 
C128             10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      3223.370      180      "Non-polarised capacitor"                                                                                 
C127             10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      2767.458      180      "Non-polarised capacitor"                                                                                 
C126             10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      2311.546      180      "Non-polarised capacitor"                                                                                 
C125             10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      2995.414      180      "Non-polarised capacitor"                                                                                 
C124             10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      2539.502      180      "Non-polarised capacitor"                                                                                 
C123             10uF                 TopLayer    CAPC_TDK_CKG45N                6807.087      3444.882      180      "Non-polarised capacitor"                                                                                 
C122             Undefined            BottomLayer CAPC1608X90N                   5942.520      1571.260      270      "Non-polarised capacitor"                                                                                 
C121             2.2uF                TopLayer    CAPC3216X180N                  6418.097      1560.391      90       "Non-polarised capacitor"                                                                                 
C120             2.2uF                TopLayer    CAPC3216X180N                  6149.606      1560.391      90       "Non-polarised capacitor"                                                                                 
C119             2.2uF                TopLayer    CAPC3216X180N                  6283.851      1560.391      90       "Non-polarised capacitor"                                                                                 
C118             2.2uF                TopLayer    CAPC3216X180N                  6015.361      1560.391      90       "Non-polarised capacitor"                                                                                 
C117             10uF                 TopLayer    CAPC_TDK_CKG45N                6803.150      476.378       180      "Non-polarised capacitor"                                                                                 
C116             10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      1399.723      180      "Non-polarised capacitor"                                                                                 
C115             10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      943.811       180      "Non-polarised capacitor"                                                                                 
C94              10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      1627.679      180      "Non-polarised capacitor"                                                                                 
C92              10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      1171.767      180      "Non-polarised capacitor"                                                                                 
C91              10uF                 TopLayer    CAPC_TDK_CKG45N                6806.776      715.855       180      "Non-polarised capacitor"                                                                                 
C61_VHF_REV_RFD  100nF                BottomLayer CAPC1005X55N                   4157.284      3294.251      270      "Non-polarised capacitor"                                                                                 
C60_VHF_REV_RFD  100nF                BottomLayer CAPC1005X55N                   3577.027      3230.729      180      "Non-polarised capacitor"                                                                                 
C59_VHF_REV_RFD  100pF                BottomLayer CAPC1005X55N                   3578.740      3185.039      0        "Non-polarised capacitor"                                                                                 
C58_VHF_REV_RFD  100nF                BottomLayer CAPC1005X55N                   4161.417      3043.307      270      "Non-polarised capacitor"                                                                                 
C57_VHF_REV_RFD  100nF                BottomLayer CAPC1005X55N                   3862.205      3330.709      180      "Non-polarised capacitor"                                                                                 
C56_VHF_REV_RFD  100nF                BottomLayer CAPC1005X55N                   4815.216      3133.858      270      "Non-polarised capacitor"                                                                                 
C55_VHF_REV_RFD  100nF                BottomLayer CAPC1005X55N                   3716.535      3276.534      270      "Non-polarised capacitor"                                                                                 
C54_VHF_REV_RFD  1nF                  BottomLayer CAPC1005X55N                   3682.815      3208.247      0        "Non-polarised capacitor"                                                                                 
C53_VHF_REV_RFD  10nF                 BottomLayer CAPC1005X55N                   3773.899      3155.274      270      "Non-polarised capacitor"                                                                                 
C52_VHF_REV_RFD  2.2nF                BottomLayer CAPC1608X87N                   3452.756      3048.798      0        "Non-polarised capacitor"                                                                                 
C51_VHF_REV_RFD  100pF                BottomLayer CAPC1005X55N                   4401.575      3060.609      90       "Non-polarised capacitor"                                                                                 
C81              10uF                 TopLayer    CAPC2012X95N                   7809.023      2653.543      270      "Non-polarised capacitor"                                                                                 
C80              10uF                 TopLayer    CAPC2012X95N                   7907.291      2653.543      270      "Non-polarised capacitor"                                                                                 
R59              47k                  TopLayer    RESC1005X40N                   3751.575      1673.071      90       "Resistor - 1%"                                                                                           
R29              1                    TopLayer    RESC1005X40N                   3770.079      1550.826      0        "Resistor - 1%"                                                                                           
R26              22k                  TopLayer    RESC1005X40N                   3770.079      1600.826      180      "Resistor - 1%"                                                                                           
C88              100nF                TopLayer    CAPC2012X135N                  3372.441      1358.110      0        "Non-polarised capacitor"                                                                                 
C86              1nF                  TopLayer    CAPC2012X135N                  3372.441      1464.409      0        "Non-polarised capacitor"                                                                                 
R10              330                  TopLayer    RESC2012X60N                   3074.803      2452.756      270      "Resistor - 1%"                                                                                           
R13              22                   TopLayer    RESC2012X60N                   3490.513      2629.764      180      "Resistor - 1%"                                                                                           
R63              1                    TopLayer    RESC1005X40N                   3262.167      1601.181      180      "Resistor - 1%"                                                                                           
R18              2R7                  TopLayer    RESC2012X60N                   3299.213      1960.630      180      "Resistor - 1%"                                                                                           
R15              330                  TopLayer    RESC2012X60N                   3074.803      2094.488      90       "Resistor - 1%"                                                                                           
R20              22                   TopLayer    RESC2012X60N                   3490.551      1921.102      180      "Resistor - 1%"                                                                                           
R60              22k                  TopLayer    RESC1005X40N                   3262.167      1643.543      0        "Resistor - 1%"                                                                                           
R19              9R1                  TopLayer    RESC2012X60N                   3667.716      2019.527      180      "Resistor - 1%"                                                                                           
R21              33                   TopLayer    RESC2012X60N                   3259.843      2094.488      270      "Resistor - 1%"                                                                                           
R14              33                   TopLayer    RESC2012X60N                   3258.268      2444.724      90       "Resistor - 1%"                                                                                           
R12              9R1                  TopLayer    RESC2012X60N                   3687.402      2531.338      180      "Resistor - 1%"                                                                                           
R11              2R7                  TopLayer    RESC2012X60N                   3301.537      2578.582      180      "Resistor - 1%"                                                                                           
IC20             AD8397ARDZ           TopLayer    SOIC127P600X175-9N-R241X309    3514.173      1625.826      180      "Dual Operational Amplifier With Exposed Pad"                                                             
C85              10uF                 TopLayer    CAPC3225X280N                  3704.724      2169.291      180      "Non-polarised capacitor"                                                                                 
C78              220pF                TopLayer    CAPC2012X135N                  3486.614      2019.527      180      "Non-polarised capacitor"                                                                                 
C66              100nF                BottomLayer CAPC3216X140N                  2078.740      2181.102      180      "Non-polarised capacitor"                                                                                 
C8               220pF                TopLayer    CAPC2012X135N                  3688.976      2629.921      180      "Non-polarised capacitor"                                                                                 
C43              1nF                  TopLayer    CAPC2012X135N                  3360.630      2369.921      90       "Non-polarised capacitor"                                                                                 
C72              22nF                 TopLayer    CAPC2012X135N                  2874.016      2098.425      270      "Non-polarised capacitor"                                                                                 
C84              100nF                TopLayer    CAPC3216X140N                  3480.315      2169.291      270      "Non-polarised capacitor"                                                                                 
C46              1nF                  BottomLayer CAPC2012X135N                  2661.417      2220.472      90       "Non-polarised capacitor"                                                                                 
C4               100nF                TopLayer    CAPC3216X140N                  1803.150      3247.874      180      "Non-polarised capacitor"                                                                                 
C50              1nF                  BottomLayer CAPC2012X135N                  2055.118      2283.465      180      "Non-polarised capacitor"                                                                                 
C41              10nF                 TopLayer    CAPC1005X55N                   3334.291      1625.826      270      "Non-polarised capacitor"                                                                                 
C45              10uF                 TopLayer    CAPC3225X280N                  3704.724      2370.079      180      "Non-polarised capacitor"                                                                                 
C44              100nF                TopLayer    CAPC3216X140N                  3480.315      2370.079      90       "Non-polarised capacitor"                                                                                 
C83              1nF                  TopLayer    CAPC2012X135N                  3362.205      2169.291      270      "Non-polarised capacitor"                                                                                 
C70              10uF                 TopLayer    CAPC_TDK_CKG45N                1614.173      2106.299      90       "Non-polarised capacitor"                                                                                 
C73              100nF                TopLayer    CAPC3216X140N                  1799.213      3007.874      180      "Non-polarised capacitor"                                                                                 
C74              220pF                TopLayer    CAPC2012X135N                  3669.094      1921.102      180      "Non-polarised capacitor"                                                                                 
C39              220pF                TopLayer    CAPC2012X135N                  3486.614      2531.338      180      "Non-polarised capacitor"                                                                                 
C1               22nF                 TopLayer    CAPC2012X135N                  2877.953      2448.819      90       "Non-polarised capacitor"                                                                                 
C87              1nF                  BottomLayer CAPC2012X135N                  3074.803      799.213       270      "Non-polarised capacitor"                                                                                 
C40              10nF                 TopLayer    CAPC1005X55N                   3699.213      1578.582      270      "Non-polarised capacitor"                                                                                 
C47              100nF                BottomLayer CAPC3216X140N                  2562.992      2196.850      90       "Non-polarised capacitor"                                                                                 
C48              10uF                 TopLayer    CAPC_TDK_CKG45N                1606.299      2614.173      270      "Non-polarised capacitor"                                                                                 
TR4              1:1.5                TopLayer    XFMR_MINI-CIRCUITS_TT1618      4448.819      1437.008      0        "50 Ohms 10 to 1800MHz RF Transformer"                                                                    
